trait(1),trait(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
trait(1),trait(2),edu_contents,edu_contents,edu_contents,edu_contents,edu_contents,edu_method,edu_method,edu_method,edu_method,edu_method,peer_relation,peer_relation,peer_relation,peer_relation,peer_relation,teacher_relation,teacher_relation,teacher_relation,teacher_relation,teacher_relation,school_facility,school_facility,school_facility,school_facility,school_facility,school_facility,school_circum,school_circum,school_circum,school_circum,school_circum,school_circum,talent,talent,talent,talent,talent,talent,major,major,major,major,major,major,overall,overall,overall,overall,overall
trait(1),trait(2),very stis,little stis,common,little unstis,very unstis,very stis,little stis,common,little unstis,very unstis,very stis,little stis,common,little unstis,very unstis,very stis,little stis,common,little unstis,very unstis,very stis,little stis,common,little unstis,very unstis,none,very stis,little stis,common,little unstis,very unstis,none,very stis,little stis,common,little unstis,very unstis,none,very stis,little stis,common,little unstis,very unstis,none,very stis,little stis,common,little unstis,very unstis
generation,2nd households,9.8,41.3,41.6,5.9,1.3,10,38.5,42.3,7.4,1.8,18.7,44.8,32.9,3,0.7,11.5,38.8,43.1,5.7,0.9,9.3,36.2,42.9,9.6,1.6,0.4,8,33.5,45.2,11.1,1.8,0.4,7,30.2,46.9,13.6,2.3,0.1,4.1,18.4,24.9,5.6,1,45.9,9.7,39,45.5,4.7,1.1
generation,3 or more households,13.2,42.1,40.4,3.3,1,12.9,39.3,41.5,4.7,1.6,20.5,47.3,30.3,1.4,0.4,15.3,39.3,42.5,1.7,1.1,13.6,37,40.9,7.3,1.2,0,13.6,34.9,40.9,8.2,2.1,0.3,11.5,28.5,45.8,11.8,2.5,-,6.8,17.5,22,5.9,1.3,46.4,14.1,36.7,44.1,3.4,1.8
generation,1-person households,11.2,45.6,41.8,1.3,0.1,9.3,39.9,47.3,3.6,-,15.7,51.5,29.6,3.1,0.1,12.3,41.6,40.9,5.1,0.1,8.7,44.3,36.4,5.9,0.8,3.9,5.1,42.5,36.7,10.9,0.9,3.9,8.6,38.1,44.5,7.1,1.3,0.4,9.7,35.1,42.9,5.2,0.5,6.6,6.8,52.5,40.7,-,0.1
generation,unrelated households,-,67.4,32.6,-,-,-,67.4,27.4,5.2,-,5.7,66.4,27.8,-,-,-,67.4,32.6,-,-,5.2,61.6,28.4,4.8,-,-,-,66.8,33.2,-,-,-,-,77.4,22.6,-,-,-,-,43.4,5.7,-,-,50.9,-,67.4,27.8,4.8,-
marige,single,11.6,38.9,40.8,6.8,2,10.9,35.4,42,9.2,2.5,23.3,43.6,29.1,3.2,0.7,13.3,34.2,43.9,7.5,1.1,9.2,33.4,43.2,11.5,2.1,0.5,8.4,32.4,42.2,14.2,2.4,0.5,8.4,28.7,45.9,14.3,2.7,-,8,24.3,30.2,8,1.1,28.4,10.9,38.4,43,5.9,1.9
marige,Have a spouse,9.2,43.1,41.7,5.1,0.9,9.5,40,43,6.1,1.3,16.4,45.8,34.6,2.7,0.6,11,40.9,43.1,4.2,0.7,9.5,38.2,41.9,8.2,1.2,0.9,7.9,34.6,45.9,9.2,1.5,0.9,6.8,31.3,47.1,12.8,1.9,0.1,3,17.4,23.9,4.8,0.9,50,9.1,40.2,46.3,3.6,0.7
marige,Bereavement,9.8,44.2,43.2,2.5,0.3,8.3,39.1,49.7,2.6,0.3,14,51,31.7,3,0.3,11.8,37.5,43.8,6.6,0.3,12,29,45.5,4.5,0.8,8.3,11.2,29.4,45.5,5.1,0.2,8.5,10.3,34.7,45.2,8.9,0.9,-,3.7,16.3,27.3,5,0.2,47.5,9.2,39.1,47.9,3.5,0.3
marige,divorce,10.6,43.9,42.5,2.7,0.3,10.5,43.7,37,8.5,0.3,14,49.2,33.1,2.7,1.1,12.7,47.1,36.2,4,-,13,35.4,43.6,6.6,-,1.4,10.4,34.2,45.1,8.8,-,1.4,7.8,32.3,45.4,11.3,2.8,0.5,4.1,19.2,23,3.2,0.6,49.9,11.7,37.8,45.6,4.9,-
education,No learning,10.3,40.5,47.4,1.8,-,8.6,37.5,51.9,2,-,20.2,43.6,31,5.2,-,20.1,32,42.3,5.6,-,9.8,36.4,35.1,5.4,-,13.3,7.8,31.4,41.1,6.3,-,13.3,10.1,27.1,45.7,17.1,-,-,2,11.6,15.6,10.9,-,59.9,9.6,37.1,49.3,4,-
education,Elementary School,12.4,47.4,36,4.2,-,11.9,40.1,43.2,4.8,-,22.1,46.3,28.8,2.8,-,20,35,42,3,-,12.9,32.9,37.5,10.6,0.9,5.2,12.1,33.1,35.9,12.6,1.1,5.3,11.3,27.9,46.4,12.9,0.9,0.5,3.9,10.2,9.8,1.1,0.1,74.9,15.7,34.7,45.1,4.5,-
education,middle School,9.3,33.6,47,6.9,3.1,10,30.5,44.3,11.3,3.9,20,44.3,32.5,2.9,0.3,11.2,32.6,47.7,6.7,1.7,8.2,31.7,47.2,9.2,2.8,1.1,8.3,28.1,47.6,12.3,2.7,1.1,7.4,25.7,48.5,14,4.4,-,4.4,12.3,21,4.4,0.8,57.1,10.5,32.7,47.8,5.6,3.4
education,high school,9.1,41.8,43.5,4.6,1.1,8.6,39.2,44.3,6.7,1.1,15.2,46.4,34.8,2.9,0.8,9.3,41.4,44.1,4.4,0.8,8.9,37.4,44.5,7.5,1.1,0.7,7.6,34.1,48.2,8,1.2,0.8,6.9,31.2,47.6,12.5,1.7,0.1,4.1,21.1,29.8,4.5,1.1,39.5,8.5,38.2,49.3,3.4,0.5
education,college,9.9,43.7,39.9,5.7,0.8,10.2,40.5,41.2,7,1.1,20.3,44.8,31.9,2.6,0.4,11.8,40.1,41.3,6.1,0.6,8.6,37.2,41.7,11.5,0.8,0.3,6.7,35.4,42.3,14.2,1.3,0.2,7.1,32.3,45.8,13.1,1.7,-,6.9,25.3,30.1,8.1,1.2,28.5,8.6,42.4,43.6,4.6,0.8
education,University,10.2,42.8,39.3,6.5,1.2,11,39.5,40.7,6.4,2.4,18.4,44.6,32.8,3.1,1.1,13.1,37.2,43.4,5.5,0.8,11.4,37.1,39.8,9,2.3,0.4,9.7,34.7,42.9,9.9,2.5,0.3,6.4,30.2,46.5,14,2.7,0.1,3.4,16.9,22.6,5.2,1,51,10.6,41.8,41.6,4.8,1.2
education,Graduate school,17.6,45.9,31.9,4.6,-,12.7,44.2,37.9,5.1,-,22.5,48.2,25.9,3.4,-,15,49.9,31.3,3.1,0.7,13.7,40.1,38.3,6.2,1.6,0.1,11.4,36.6,44,5.6,2.2,0.1,13.8,36.7,38,9.8,1,0.8,3,21.9,22.5,10.3,0.3,42,15.7,46.8,33.4,4,-
job,Expert,11.8,44.8,38.4,4.1,0.9,11,40,41.1,6.1,1.8,20.9,45,32,1.6,0.6,14.5,41.8,38.4,4.3,0.9,11.9,40.3,37.3,8.6,1.6,0.4,8.5,36.6,42.8,9.4,2.2,0.4,7.4,33,45.8,11.1,2.5,0.2,2.6,20,22.7,4,1.3,49.4,12.5,41.7,42.4,2.6,0.7
job,Office worker,10,43.7,41,5,0.4,10.9,43.1,40.1,5.2,0.7,16.6,48.1,31.2,3.4,0.7,12.2,41.5,41.4,4.6,0.3,11.6,39.4,39.9,8,0.7,0.5,10.4,35.4,45.6,8,0.4,0.2,6.9,31.6,45.8,14.2,1.3,0.3,3,17.9,23,6.1,1.1,49,8.9,41.8,44.5,4.5,0.4
job,Service¡¤Sales,9.1,41.8,42.4,5.9,0.7,8,41.2,42.7,6.5,1.6,15.4,45.2,35.6,2.5,1.3,10.7,41.2,42,5.1,1,8.7,35,45.2,8.7,1.7,0.6,7.7,32.8,46.2,11,1.7,0.6,6.7,33.3,44.5,12.9,2.5,-,5.3,21.1,26.2,5.3,0.9,41.2,8.2,42.9,44.7,3.5,0.7
job,"Agriculture, forestry and fishing",10,45,41.9,3,0.1,12.1,37.7,45.6,4.7,-,15.7,45.3,37.1,1.8,0.1,12.7,39.6,46.5,1.2,-,10.8,34.4,41.2,5.1,0.6,7.9,10.5,31.6,44.1,5.6,0.3,7.9,9.4,33.6,51.6,4.8,0.6,-,6.5,16,27.6,3.2,0.1,46.6,10,41.4,46.6,2.1,-
job,Etc,7.8,38.8,45.1,6.8,1.5,8.8,37.1,44.4,8.2,1.4,14.6,44.9,36.2,3.8,0.4,8.5,41.5,44.2,5.4,0.4,8.7,36.7,45,8.1,0.5,1.1,7.6,33,48,9.3,0.5,1.5,5.8,32.2,44.6,15.3,1.9,0.2,3.4,15.5,25.6,5.5,1.5,48.4,8.3,36.5,49.3,4.8,1.1
job,Inactive,10.5,40.9,41.1,5.8,1.7,10.4,36.6,42.9,8.1,2.1,20.7,45,30.7,3.1,0.5,12.1,35.4,45.2,6.2,1.1,8.8,34.8,43.3,10.5,1.9,0.7,7.8,33.1,43.5,12.7,2.3,0.7,8.2,27.5,48.2,13.6,2.3,0,5.9,21,27.8,6.9,0.7,37.7,10,37.6,45.3,5.4,1.6
